Scylla version 2026.2.0~dev-0.20260224.adccb6855e00 with build-id 2e6b1b9b95c772bf7f07436fe5b63f733334f07d starting ...
command used: "./build/release/scylla --workdir /tmp/scylla-workdir --smp 1 -m 256M --developer-mode 1 --overprovisioned"
pid: 214313
parsed command line options: [workdir: /tmp/scylla-workdir, smp, (positional) 1, -m, (positional) 256M, developer-mode: 1, overprovisioned]
INFO  2026-02-25 16:01:39,119 seastar - Reactor backend: linux-aio
INFO  2026-02-25 16:01:39,137 [shard 0:main] io - IO queue was unable to find a suitable maximum request length, the search was cut-off early at: 16MB
INFO  2026-02-25 16:01:39,137 [shard 0:main] io - IO queue was unable to find a suitable maximum request length, the search was cut-off early at: 16MB
INFO  2026-02-25 16:01:39,138 [shard 0:main] seastar - updated: blocked-reactor-notify-ms=36000000000
INFO  2026-02-25 16:01:39,149 [shard 0:main] init - installing SIGHUP handler
INFO  2026-02-25 16:01:39,150 [shard 0:main] init - Scylla version 2026.2.0~dev-0.20260224.adccb6855e00 with build-id 2e6b1b9b95c772bf7f07436fe5b63f733334f07d starting ...

WARN  2026-02-25 16:01:39,150 [shard 0:main] init - Only 206 MiB per shard; this is below the recommended minimum of 1 GiB/shard; continuing since running in developer mode
WARN  2026-02-25 16:01:39,150 [shard 0:main] init - I/O Scheduler is not properly configured! This is a non-supported setup, and performance is expected to be unpredictably bad.
 Reason found: none of --io-properties and --io-properties-file are set.
To properly configure the I/O Scheduler, run the scylla_io_setup utility shipped with Scylla.

INFO  2026-02-25 16:01:39,150 [shard 0:main] init - starting feature service
INFO  2026-02-25 16:01:39,150 [shard 0:main] init - starting API server
INFO  2026-02-25 16:01:39,150 [shard 0:main] init - starting prometheus API server
INFO  2026-02-25 16:01:39,151 [shard 0:main] init - creating snitch
INFO  2026-02-25 16:01:39,151 [shard 0:main] init - starting tokens manager
INFO  2026-02-25 16:01:39,151 [shard 0:main] init - starting effective_replication_map factory
INFO  2026-02-25 16:01:39,151 [shard 0:main] init - starting migration manager notifier
INFO  2026-02-25 16:01:39,151 [shard 0:main] init - creating and verifying directories
INFO  2026-02-25 16:01:39,155 [shard 0:main] init - starting task manager
INFO  2026-02-25 16:01:39,156 [shard 0:main] init - starting disk space monitor
INFO  2026-02-25 16:01:39,156 [shard 0:main] init - starting compaction_manager
INFO  2026-02-25 16:01:39,156 [shard 0:main] task_manager - Registered module compaction
INFO  2026-02-25 16:01:39,156 [shard 0:main] init - starting storage manager
INFO  2026-02-25 16:01:39,156 [shard 0:main] init - starting service level controller
INFO  2026-02-25 16:01:39,156 [shard 0:main] compaction_manager - Set unlimited compaction bandwidth
INFO  2026-02-25 16:01:39,157 [shard 0:main] init - starting lang manager
INFO  2026-02-25 16:01:39,157 [shard 0:main] init - starting database
INFO  2026-02-25 16:01:39,159 [shard 0:main] init - starting per-shard database core
INFO  2026-02-25 16:01:39,159 [shard 0:main] compaction_manager - Asked to enable
INFO  2026-02-25 16:01:39,159 [shard 0:main] compaction_manager - Enabled
INFO  2026-02-25 16:01:39,159 [shard 0:main] seastar - updated: blocked-reactor-notify-ms=25
INFO  2026-02-25 16:01:39,159 [shard 0:main] init - starting storage proxy
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - starting a vector store service
INFO  2026-02-25 16:01:39,170 [shard 0:main] vector_store_client - Vector Store service URIs are empty, disabling Vector Store service
INFO  2026-02-25 16:01:39,170 [shard 0:main] vector_store_client - Vector Store service URIs are empty, disabling Vector Store service
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - starting query processor
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - starting lifecycle notifier
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - creating tracing
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - Scylla API server listening on 127.0.0.1:10000 ...
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - starting system keyspace
INFO  2026-02-25 16:01:39,170 [shard 0:main] init - loading system sstables
INFO  2026-02-25 16:01:39,188 [shard 0:main] database - Populating Keyspace system_schema
INFO  2026-02-25 16:01:39,188 [shard 0:main] database - Keyspace system_schema: Reading CF scylla_aggregates id=08d8cb28-9202-3371-a968-ad926e0fdc37 version=0932cbed-85be-3dd2-b382-ebc0a1b8ff67 storage=/tmp/scylla-workdir/data/system_schema/scylla_aggregates-08d8cb2892023371a968ad926e0fdc37
INFO  2026-02-25 16:01:39,188 [shard 0:main] database - Keyspace system_schema: Reading CF scylla_keyspaces id=fa0ea2bd-608f-3e74-9b1e-b84b46b33adf version=3f0166c1-979e-3cf7-995c-ecd4141889b0 storage=/tmp/scylla-workdir/data/system_schema/scylla_keyspaces-fa0ea2bd608f3e749b1eb84b46b33adf
INFO  2026-02-25 16:01:39,188 [shard 0:main] database - Keyspace system_schema: Reading CF scylla_tables id=5d912ff1-f759-3665-b2c8-8042ab5103dd version=1cd1fbf6-7ec2-39c0-bd43-84d0662bc7be storage=/tmp/scylla-workdir/data/system_schema/scylla_tables-5d912ff1f7593665b2c88042ab5103dd
INFO  2026-02-25 16:01:39,188 [shard 0:main] database - Keyspace system_schema: Reading CF columns id=24101c25-a2ae-3af7-87c1-b40ee1aca33f version=965bb399-b6ce-3719-a2ab-c553007ca96d storage=/tmp/scylla-workdir/data/system_schema/columns-24101c25a2ae3af787c1b40ee1aca33f
